city_i,city_j,distance_km,flow_people,flow_capital_million,info_flow_index,supply_chain_strength,co_patents,gravity_score
1,41,1704.0,17,0.2,1.16,0.002,0,0.23
1,42,1392.7,30,0.07,1.08,0.004,0,0.45
1,43,1079.8,13,0.26,1.57,0.007,0,0.57
1,44,1686.7,3,0.03,0.2,0.003,0,0.04
1,45,889.4,16,0.14,1.21,0.011,0,0.2
1,46,1512.1,16,0.15,0.35,0.004,0,0.28
1,47,2135.4,9,0.08,0.86,0.0,0,0.32
1,48,2087.2,19,0.15,0.26,0.0,0,0.45
1,49,2701.7,2,0.06,0.02,0.0,0,0.06
1,50,2312.5,19,0.3,0.25,0.0,0,0.42
1,51,2716.6,6,0.04,0.06,0.0,0,0.1
1,52,2024.5,3,0.02,0.16,0.001,0,0.08
1,53,1135.3,44,0.29,3.76,0.01,0,0.49
1,54,2058.9,52,0.39,0.73,0.0,0,0.56
1,55,1268.8,92,0.82,4.94,0.004,0,1.12
1,56,813.0,20,0.3,1.55,0.046,0,0.37
1,57,2545.1,9,0.1,0.06,0.0,0,0.15
1,58,2317.0,14,0.2,0.27,0.0,0,0.4
1,59,1252.1,125,0.93,2.22,0.003,0,1.42
1,60,3207.3,3,0.04,0.03,0.0,0,0.09
1,61,3042.2,3,0.03,0.05,0.0,0,0.08
1,62,2170.0,11,0.2,0.08,0.0,0,0.21
1,63,2442.3,1,0.02,0.08,0.0,0,0.03
1,64,1747.1,64,0.65,1.0,0.001,0,0.74
1,65,2174.2,22,0.34,1.37,0.0,0,0.67
1,66,1894.5,10,0.08,0.66,0.0,0,0.11
1,67,2267.2,21,0.07,0.53,0.0,0,0.34
1,68,655.2,153,3.32,5.78,0.079,0,5.0
1,69,3077.0,2,0.01,0.03,0.0,0,0.03
1,70,2539.4,17,0.03,0.11,0.0,0,0.18
1,71,1040.8,381,3.83,12.66,0.023,0,3.9
1,72,1696.4,15,0.04,0.43,0.003,0,0.17
1,73,1213.1,80,0.2,5.55,0.006,0,1.4
1,74,2654.6,1,0.01,0.01,0.0,0,0.02
1,75,2176.1,53,0.51,0.35,0.0,0,0.59
1,76,2296.3,19,0.06,0.24,0.0,0,0.32
1,77,4340.4,8,0.07,0.0,0.0,0,0.12
1,78,3051.1,5,0.04,0.05,0.0,0,0.23
1,79,2074.8,0,0.01,0.04,0.0,0,0.06
1,80,2987.9,3,0.06,0.04,0.0,0,0.09
1,81,1703.3,16,0.04,0.68,0.003,0,0.19
1,82,1320.4,116,0.36,7.41,0.004,0,1.92
1,83,3162.7,4,0.04,0.04,0.0,0,0.05
1,84,2599.1,2,0.02,0.05,0.0,0,0.03
1,85,1073.4,6,0.27,1.88,0.004,0,0.35
1,86,1630.0,50,0.24,1.29,0.0,0,0.53
1,87,1366.6,25,0.35,0.93,0.004,0,0.36
1,88,695.7,9,0.03,1.86,0.059,0,0.29
1,89,3347.3,1,0.14,0.04,0.0,0,0.17
1,90,1741.5,21,0.17,0.59,0.002,0,0.27
1,91,1912.8,6,0.08,0.64,0.001,0,0.32
1,92,704.6,63,0.47,2.19,0.056,0,1.05
1,93,1198.7,24,0.22,1.11,0.014,0,0.27
1,94,1898.0,23,0.05,0.43,0.002,0,0.29
1,95,2338.8,1,0.03,0.04,0.0,0,0.04
1,96,2535.7,15,0.04,0.17,0.0,0,0.24
1,97,3221.3,15,0.14,0.06,0.0,0,0.18
1,98,1195.5,10,0.22,2.1,0.009,0,0.44
1,99,2088.6,5,0.07,0.29,0.0,0,0.07
1,100,361.2,34,0.32,2.42,0.143,0,0.81
1,101,2283.8,7,0.08,0.15,0.0,0,0.12
1,102,1592.3,15,0.21,0.31,0.002,0,0.3
1,103,1949.5,8,0.09,0.17,0.0,0,0.1
1,104,578.5,98,0.22,3.01,0.057,0,1.23
1,105,2612.7,7,0.17,0.42,0.0,0,0.18
1,106,2006.9,54,0.54,3.81,0.001,0,1.08
1,107,2525.3,6,0.02,0.09,0.0,0,0.09
1,108,2183.9,40,0.38,0.3,0.001,0,0.46
1,109,1167.7,10,0.5,2.1,0.005,0,0.58
1,110,3099.1,0,0.01,0.01,0.0,0,0.01
1,111,2245.8,14,0.15,0.25,0.0,0,0.24
1,112,448.0,70,0.83,5.39,0.123,0,1.64
1,113,2295.7,139,0.49,1.34,0.0,0,1.76
1,114,1424.7,19,0.07,0.99,0.004,0,0.23
1,115,644.3,108,1.28,6.98,0.042,0,1.7
1,116,2902.6,6,0.05,0.05,0.0,0,0.08
1,117,1534.6,3,0.01,0.3,0.001,0,0.08
1,118,3104.6,64,0.59,0.14,0.0,0,1.0
1,119,2460.2,18,0.29,0.58,0.0,0,0.3
1,120,1710.8,63,0.43,1.88,0.002,0,0.71
1,121,1172.6,3,0.01,1.02,0.002,0,0.05
1,122,798.6,432,2.72,15.86,0.046,0,5.2
1,123,882.9,5,0.04,0.82,0.05,0,0.1
1,124,2450.2,12,0.07,0.55,0.0,0,0.24
1,125,2276.2,25,0.47,1.57,0.0,0,2.3
1,126,576.3,55,0.6,1.7,0.061,0,0.93
1,127,1520.5,9,0.05,0.44,0.003,0,0.22
1,128,1337.6,45,0.18,1.03,0.007,0,0.5
1,129,1810.9,14,0.07,0.53,0.001,0,0.15
1,130,4130.7,1,0.02,0.0,0.0,0,0.03
1,131,1717.3,48,0.5,0.74,0.003,0,0.51
1,132,1513.8,4,0.07,0.22,0.001,0,0.1
1,133,2093.7,6,0.05,0.47,0.0,0,0.13
1,134,2219.2,7,0.05,0.09,0.0,0,0.1
1,135,2893.7,16,0.36,0.52,0.0,0,0.73
1,136,1182.4,16,0.15,0.82,0.006,0,0.16
1,137,1885.6,7,0.02,0.38,0.001,0,0.13
1,138,1840.5,11,0.14,0.84,0.001,0,0.59
1,139,2580.8,3,0.03,0.03,0.0,0,0.05
1,140,1320.5,29,0.34,1.05,0.004,0,0.41
1,141,3759.5,19,0.13,0.04,0.0,0,0.28
1,142,888.5,8,0.05,0.65,0.014,0,0.13
1,143,3234.7,2,0.01,0.03,0.0,0,0.06
1,144,1156.8,106,1.36,1.74,0.014,0,1.36
1,145,2700.0,18,0.1,0.15,0.0,0,0.25
1,146,3377.7,1,0.03,0.0,0.0,0,0.03
1,147,941.4,7,0.03,0.63,0.035,0,0.09
1,148,2888.8,14,0.09,0.11,0.0,0,0.3
1,149,811.1,49,0.1,7.11,0.004,0,0.9
1,150,1279.0,2,0.07,1.84,0.009,0,0.23
1,151,2439.4,7,0.14,0.22,0.0,0,0.16
1,152,1746.9,7,0.23,0.33,0.002,0,0.4
1,153,1969.0,24,0.22,0.79,0.001,0,0.71
1,154,2783.9,23,0.2,0.08,0.0,0,0.24
1,155,347.5,156,0.37,5.77,0.146,0,2.16
1,156,772.4,38,1.17,13.42,0.037,0,3.05
1,157,2998.9,16,0.18,0.09,0.0,0,0.18
1,158,1837.2,2,0.02,0.2,0.0,0,0.09
1,159,1199.7,136,1.31,3.83,0.008,0,1.92
1,160,387.3,22,0.18,3.53,0.051,0,0.3
1,161,591.0,183,2.37,10.71,0.084,0,2.87
1,162,1636.2,78,0.4,4.7,0.003,0,0.8
1,163,1512.6,2,0.03,0.33,0.004,0,0.1
1,164,1680.6,23,0.85,2.29,0.001,0,1.51
1,165,1108.7,39,0.45,2.62,0.008,0,0.5
1,166,1369.2,25,0.24,1.95,0.006,0,0.43
1,167,2509.7,88,0.55,0.56,0.0,0,0.9
1,168,1155.7,13,0.14,1.51,0.005,0,0.27
1,169,2946.9,1,0.04,0.01,0.0,0,0.09
1,170,302.8,31,0.72,4.68,0.228,0,1.02
1,171,1174.4,24,0.14,1.26,0.008,0,0.25
1,172,3067.4,9,0.16,0.05,0.0,0,0.18
1,173,2863.8,40,0.1,0.09,0.0,0,0.46
1,174,1128.0,113,0.26,2.62,0.017,0,1.55
1,175,2125.2,6,0.05,0.4,0.0,0,0.23
1,176,2587.5,2,0.09,0.08,0.0,0,0.09
1,177,3126.3,19,0.24,0.17,0.0,0,0.53
1,178,890.9,6,0.09,1.46,0.027,0,0.19
1,179,1085.8,205,0.98,13.13,0.018,0,2.44
1,180,312.7,185,3.48,24.91,0.121,1,6.54
1,181,1188.9,3,0.12,0.44,0.008,0,0.32
1,182,2032.8,6,0.12,0.18,0.001,0,0.13
1,183,2048.5,29,0.5,0.82,0.0,0,0.51
1,184,2556.8,4,0.06,0.1,0.0,0,0.08
1,185,2755.5,38,0.43,0.15,0.0,0,0.45
1,186,1861.3,11,0.1,0.36,0.001,0,0.13
1,187,2412.6,6,0.05,0.22,0.0,0,0.16
1,188,2351.3,2,0.04,0.07,0.0,0,0.05
1,189,1830.5,2,0.08,0.11,0.002,0,0.1
1,190,2057.4,5,0.04,0.39,0.001,0,0.12
1,191,1616.8,76,0.21,1.81,0.001,0,1.01
1,192,2438.0,3,0.09,0.29,0.0,0,0.11
1,193,2494.3,1,0.01,0.04,0.0,0,0.05
1,194,1215.4,20,0.04,1.58,0.011,0,0.27
1,195,926.6,24,0.17,8.55,0.026,0,0.36
1,196,3061.6,4,0.01,0.02,0.0,0,0.05
1,197,1285.7,7,0.14,2.17,0.007,0,0.46
1,198,2413.0,16,0.28,0.1,0.0,0,0.29
1,199,1212.4,1,0.07,0.64,0.006,0,0.11
2,3,3612.8,127,1.41,0.21,0.0,0,1.93
2,4,2933.2,2,0.08,0.14,0.0,0,0.16
2,5,3039.3,8,0.21,0.08,0.0,0,0.24
2,6,2768.8,57,1.28,0.57,0.0,0,1.47
2,7,3911.1,21,0.25,0.03,0.0,0,0.46
2,8,2947.4,16,0.04,0.06,0.0,0,0.27
2,9,1503.0,188,0.83,1.75,0.004,0,2.04
2,10,3592.6,3,0.05,0.02,0.0,0,0.05
2,11,1938.3,6,0.05,0.39,0.001,0,0.07
2,12,2262.9,19,0.16,0.59,0.0,0,0.69
2,13,3633.4,0,0.01,0.01,0.0,0,0.02
2,14,2567.8,3,0.02,0.05,0.0,0,0.04
2,15,3289.9,9,0.24,0.05,0.0,0,0.29
2,16,1834.3,5,0.04,0.34,0.001,0,0.19
2,17,1598.6,117,2.07,2.64,0.002,0,2.42
2,18,1134.7,28,0.31,1.59,0.009,0,0.59
2,19,1967.8,8,0.07,0.22,0.001,0,0.13
2,20,1918.5,34,0.29,7.17,0.001,0,0.46
2,21,3075.0,8,0.03,0.06,0.0,0,0.16
2,22,1203.3,49,0.56,2.7,0.014,0,0.58
2,23,3732.7,2,0.07,0.01,0.0,0,0.09
2,24,1742.0,16,0.06,0.56,0.002,0,0.26
2,25,1787.3,16,0.04,1.2,0.002,0,0.32
2,26,4125.6,1,0.01,0.0,0.0,0,0.03
2,27,4049.9,17,0.17,0.02,0.0,0,0.24
2,28,2191.7,4,0.09,0.33,0.001,0,0.27
2,29,4106.6,2,0.06,0.01,0.0,0,0.08
2,30,2196.6,27,0.16,0.27,0.0,0,0.76
2,31,3904.5,43,0.6,0.08,0.0,0,1.44
2,32,1805.3,26,0.25,1.43,0.0,0,0.6
2,33,3813.8,5,0.04,0.01,0.0,0,0.07
2,34,974.2,100,1.05,12.34,0.017,0,2.52
2,35,2861.7,3,0.04,0.03,0.0,0,0.11
2,36,1925.0,59,0.28,0.73,0.001,0,0.72
2,37,2923.1,9,0.02,0.02,0.0,0,0.1
2,38,1178.1,5,0.08,0.82,0.004,0,0.14
2,39,3060.3,30,0.2,0.12,0.0,0,0.38
2,40,2561.8,17,0.35,0.37,0.0,0,0.39
2,41,3226.6,18,0.26,0.07,0.0,0,0.35
2,42,2711.7,7,0.24,0.16,0.0,0,0.29
2,43,2887.1,6,0.01,0.1,0.0,0,0.09
2,44,3998.6,1,0.01,0.01,0.0,0,0.02
2,45,3713.7,8,0.08,0.01,0.0,0,0.12
2,46,4238.7,9,0.02,0.01,0.0,0,0.1
2,47,4022.8,14,0.37,0.05,0.0,0,0.46
2,48,953.9,43,0.61,6.58,0.032,0,0.72
2,49,4262.0,0,0.0,0.0,0.0,0,0.03
2,50,3693.9,31,0.39,0.06,0.0,0,0.45
2,51,1037.7,105,1.25,2.7,0.017,0,1.31
2,52,4813.3,0,0.02,0.0,0.0,0,0.03
2,53,3654.6,7,0.17,0.05,0.0,0,0.29
2,54,962.9,349,2.85,15.3,0.006,0,3.61
2,55,3847.6,8,0.2,0.08,0.0,0,0.67
2,56,3444.8,10,0.07,0.01,0.0,0,0.12
2,57,3356.1,2,0.03,0.06,0.0,0,0.06
2,58,1518.4,31,0.91,3.29,0.002,0,0.95
2,59,2265.6,63,0.24,0.85,0.0,0,0.82
2,60,3160.0,5,0.04,0.03,0.0,0,0.09
2,61,3121.8,1,0.1,0.04,0.0,0,0.12
2,62,1382.3,41,0.43,0.93,0.007,0,0.47
2,63,2672.9,1,0.01,0.06,0.0,0,0.05
2,64,1736.4,48,0.22,5.94,0.001,0,1.62
2,65,1989.7,47,1.01,2.15,0.001,0,1.37
2,66,3845.9,3,0.06,0.02,0.0,0,0.14
2,67,957.3,156,0.52,11.87,0.016,0,2.32
2,68,3444.8,27,0.23,0.06,0.0,0,0.28
2,69,2494.8,2,0.11,0.11,0.0,0,0.12
2,70,2532.4,70,0.32,0.33,0.0,0,0.76
2,71,2346.4,42,1.26,3.71,0.0,0,3.01
2,72,3480.9,11,0.08,0.03,0.0,0,0.18
2,73,1728.0,189,3.76,5.76,0.002,0,4.06
2,74,3350.1,3,0.04,0.01,0.0,0,0.04
2,75,3463.0,12,0.08,0.12,0.0,0,0.32
2,76,2082.7,77,0.57,0.66,0.001,0,0.83
2,77,2564.3,26,0.26,0.25,0.0,0,0.31
2,78,844.8,77,1.94,11.01,0.031,0,2.45
2,79,3636.9,1,0.01,0.0,0.0,0,0.03
2,80,2601.7,24,0.2,0.23,0.0,0,0.27
2,81,4509.4,2,0.11,0.01,0.0,0,0.23
2,82,4107.8,42,0.25,0.05,0.0,0,0.64
2,83,2671.3,4,0.08,0.07,0.0,0,0.11
2,84,1421.6,14,0.17,1.47,0.004,0,0.68
2,85,3864.4,9,0.08,0.01,0.0,0,0.1
