city_id,industry_id,industry_name,industry_type,employment,output_billion,n_firms,avg_wage,location_quotient,national_share,local_share,industry_hhi
2,4,高科技_5,high_tech,53394,0.0075,416,7443.5,1.087,0.0462,0.0502,0.057466630000000005
2,5,传统制造_1,traditional,75237,0.0032,1873,3858.7,0.847,0.0836,0.0708,0.057466630000000005
2,6,传统制造_2,traditional,71468,0.0055,914,3936.6,2.565,0.0262,0.0672,0.057466630000000005
2,7,传统制造_3,traditional,60911,0.0034,493,4358.5,0.773,0.0741,0.0573,0.057466630000000005
2,8,传统制造_4,traditional,89322,0.0058,828,4860.9,1.828,0.046,0.084,0.057466630000000005
2,9,传统制造_5,traditional,72149,0.0197,692,4263.7,0.892,0.0761,0.0679,0.057466630000000005
2,10,传统制造_6,traditional,77756,0.0052,458,3987.3,1.253,0.0584,0.0732,0.057466630000000005
2,11,传统制造_7,traditional,68739,0.0122,922,3576.3,1.026,0.0631,0.0647,0.057466630000000005
2,12,传统制造_8,traditional,58259,0.0052,1721,4635.3,1.106,0.0496,0.0548,0.057466630000000005
2,13,传统制造_9,traditional,72446,0.0075,2754,3521.5,3.971,0.0172,0.0682,0.057466630000000005
2,14,传统制造_10,traditional,59584,0.0028,347,4414.2,2.428,0.0231,0.0561,0.057466630000000005
2,15,服务产业_1,service,38914,0.0094,200,5979.1,1.213,0.0302,0.0366,0.057466630000000005
2,16,服务产业_2,service,6442,0.0008,36,6219.0,0.067,0.0906,0.0061,0.057466630000000005
2,17,服务产业_3,service,31561,0.0018,1417,6020.1,2.033,0.0146,0.0297,0.057466630000000005
2,18,服务产业_4,service,34950,0.0026,369,6114.6,0.686,0.0479,0.0329,0.057466630000000005
2,19,服务产业_5,service,26706,0.0013,287,5436.4,0.322,0.0779,0.0251,0.057466630000000005
3,0,高科技_1,high_tech,120582,0.0094,2137,9103.8,2.883,0.0178,0.0514,0.053536160000000006
3,1,高科技_2,high_tech,184783,0.0129,3046,6971.9,0.911,0.0864,0.0787,0.053536160000000006
3,2,高科技_3,high_tech,81762,0.004,684,8040.3,1.051,0.0332,0.0348,0.053536160000000006
3,3,高科技_4,high_tech,109839,0.0257,702,9196.9,1.233,0.0379,0.0468,0.053536160000000006
3,4,高科技_5,high_tech,93781,0.0073,570,7197.5,0.865,0.0462,0.04,0.053536160000000006
3,5,传统制造_1,traditional,159266,0.0229,6264,4781.3,0.812,0.0836,0.0679,0.053536160000000006
3,6,传统制造_2,traditional,80987,0.0064,540,4244.9,1.316,0.0262,0.0345,0.053536160000000006
3,7,传统制造_3,traditional,102563,0.0047,3676,5313.4,0.59,0.0741,0.0437,0.053536160000000006
3,8,传统制造_4,traditional,108283,0.0338,823,5333.1,1.004,0.046,0.0461,0.053536160000000006
3,9,传统制造_5,traditional,158829,0.0152,929,5081.6,0.889,0.0761,0.0677,0.053536160000000006
3,10,传统制造_6,traditional,130171,0.0161,699,3767.6,0.95,0.0584,0.0555,0.053536160000000006
3,11,传统制造_7,traditional,117868,0.0188,2155,5525.7,0.796,0.0631,0.0502,0.053536160000000006
3,12,传统制造_8,traditional,146077,0.0069,843,5230.3,1.255,0.0496,0.0622,0.053536160000000006
3,13,传统制造_9,traditional,141086,0.0429,2724,3725.2,3.503,0.0172,0.0601,0.053536160000000006
3,14,传统制造_10,traditional,129774,0.0131,2143,5211.9,2.395,0.0231,0.0553,0.053536160000000006
3,15,服务产业_1,service,83428,0.0085,784,5497.9,1.178,0.0302,0.0355,0.053536160000000006
3,16,服务产业_2,service,73727,0.0055,1650,5075.3,0.347,0.0906,0.0314,0.053536160000000006
3,17,服务产业_3,service,129275,0.0113,1614,6585.2,3.772,0.0146,0.0551,0.053536160000000006
3,18,服务产业_4,service,130883,0.0076,844,5061.8,1.164,0.0479,0.0558,0.053536160000000006
3,19,服务产业_5,service,64036,0.0021,437,4913.6,0.35,0.0779,0.0273,0.053536160000000006
4,0,高科技_1,high_tech,20694,0.0022,387,6770.8,2.74,0.0178,0.0488,0.05578243000000001
4,1,高科技_2,high_tech,11146,0.0011,69,7168.8,0.304,0.0864,0.0263,0.05578243000000001
4,2,高科技_3,high_tech,12665,0.0004,217,8988.2,0.901,0.0332,0.0299,0.05578243000000001
4,3,高科技_4,high_tech,18944,0.0007,114,6883.2,1.178,0.0379,0.0447,0.05578243000000001
4,4,高科技_5,high_tech,20020,0.0013,211,6138.6,1.023,0.0462,0.0472,0.05578243000000001
4,5,传统制造_1,traditional,23442,0.0011,130,4794.2,0.662,0.0836,0.0553,0.05578243000000001
4,6,传统制造_2,traditional,18186,0.0016,119,4352.2,1.637,0.0262,0.0429,0.05578243000000001
4,7,传统制造_3,traditional,33667,0.003,174,4509.6,1.072,0.0741,0.0794,0.05578243000000001
4,8,传统制造_4,traditional,30056,0.0041,467,5030.4,1.543,0.046,0.0709,0.05578243000000001
4,9,传统制造_5,traditional,29069,0.0028,1239,4380.5,0.901,0.0761,0.0686,0.05578243000000001
4,10,传统制造_6,traditional,31841,0.0023,182,3743.0,1.287,0.0584,0.0751,0.05578243000000001
4,11,传统制造_7,traditional,20534,0.0019,421,3622.5,0.768,0.0631,0.0484,0.05578243000000001
4,12,传统制造_8,traditional,29019,0.0034,177,3476.9,1.381,0.0496,0.0685,0.05578243000000001
4,13,传统制造_9,traditional,25377,0.0009,707,3510.4,3.489,0.0172,0.0599,0.05578243000000001
4,14,传统制造_10,traditional,30157,0.0013,506,4008.6,3.082,0.0231,0.0712,0.05578243000000001
4,15,服务产业_1,service,14455,0.0007,83,4282.5,1.13,0.0302,0.0341,0.05578243000000001
4,16,服务产业_2,service,14990,0.0011,107,5740.4,0.39,0.0906,0.0354,0.05578243000000001
4,17,服务产业_3,service,13851,0.0018,185,6023.6,2.238,0.0146,0.0327,0.05578243000000001
4,18,服务产业_4,service,12804,0.001,194,4909.7,0.631,0.0479,0.0302,0.05578243000000001
4,19,服务产业_5,service,12904,0.0006,128,5942.6,0.391,0.0779,0.0304,0.05578243000000001
5,0,高科技_1,high_tech,35136,0.0019,322,8485.3,3.059,0.0178,0.0545,0.055822609999999995
5,1,高科技_2,high_tech,19154,0.0013,99,6351.1,0.344,0.0864,0.0297,0.055822609999999995
5,2,高科技_3,high_tech,22743,0.0012,135,7162.9,1.064,0.0332,0.0353,0.055822609999999995
5,3,高科技_4,high_tech,27150,0.003,668,7988.7,1.11,0.0379,0.0421,0.055822609999999995
5,4,高科技_5,high_tech,25383,0.003,824,8840.3,0.853,0.0462,0.0394,0.055822609999999995
5,5,传统制造_1,traditional,41361,0.0041,433,4888.7,0.768,0.0836,0.0642,0.055822609999999995
5,6,传统制造_2,traditional,55396,0.0055,1780,4462.1,3.279,0.0262,0.086,0.055822609999999995
5,7,传统制造_3,traditional,34952,0.0067,273,4539.3,0.732,0.0741,0.0542,0.055822609999999995
5,8,传统制造_4,traditional,46784,0.0028,823,4932.2,1.579,0.046,0.0726,0.055822609999999995
5,9,传统制造_5,traditional,38687,0.0068,207,3490.6,0.789,0.0761,0.06,0.055822609999999995
5,10,传统制造_6,traditional,40930,0.0017,233,3258.7,1.088,0.0584,0.0635,0.055822609999999995
5,11,传统制造_7,traditional,43930,0.0042,221,4304.0,1.081,0.0631,0.0682,0.055822609999999995
5,12,传统制造_8,traditional,41026,0.0054,590,3745.2,1.284,0.0496,0.0637,0.055822609999999995
5,13,传统制造_9,traditional,40722,0.0051,220,4353.1,3.682,0.0172,0.0632,0.055822609999999995
5,14,传统制造_10,traditional,30375,0.0013,805,3179.5,2.041,0.0231,0.0471,0.055822609999999995
5,15,服务产业_1,service,22578,0.0019,169,4731.6,1.161,0.0302,0.035,0.055822609999999995
5,16,服务产业_2,service,12264,0.0007,80,5641.3,0.21,0.0906,0.019,0.055822609999999995
5,17,服务产业_3,service,24833,0.0017,146,5406.7,2.638,0.0146,0.0385,0.055822609999999995
5,18,服务产业_4,service,18348,0.0017,169,4607.7,0.594,0.0479,0.0285,0.055822609999999995
5,19,服务产业_5,service,22704,0.0035,766,4673.0,0.452,0.0779,0.0352,0.055822609999999995
6,0,高科技_1,high_tech,253831,0.0281,1688,9416.6,2.756,0.0178,0.0491,0.052019350000000006
6,1,高科技_2,high_tech,235051,0.0543,3213,8956.6,0.526,0.0864,0.0455,0.052019350000000006
6,2,高科技_3,high_tech,275525,0.0184,1458,7812.6,1.608,0.0332,0.0533,0.052019350000000006
6,3,高科技_4,high_tech,142426,0.0062,2981,7207.6,0.726,0.0379,0.0276,0.052019350000000006
6,4,高科技_5,high_tech,372756,0.014,3848,9131.1,1.561,0.0462,0.0721,0.052019350000000006
6,5,传统制造_1,traditional,256440,0.0146,1425,3605.0,0.594,0.0836,0.0496,0.052019350000000006
6,6,传统制造_2,traditional,294148,0.0183,3331,5589.6,2.171,0.0262,0.0569,0.052019350000000006
6,7,传统制造_3,traditional,266718,0.0221,8241,3409.6,0.696,0.0741,0.0516,0.052019350000000006
6,8,传统制造_4,traditional,282704,0.0251,11975,3857.0,1.19,0.046,0.0547,0.052019350000000006
6,9,传统制造_5,traditional,248431,0.0171,1932,3881.7,0.632,0.0761,0.0481,0.052019350000000006
6,10,传统制造_6,traditional,289644,0.0559,1968,3653.3,0.96,0.0584,0.056,0.052019350000000006
6,11,传统制造_7,traditional,310469,0.0574,2823,4703.9,0.953,0.0631,0.0601,0.052019350000000006
6,12,传统制造_8,traditional,144564,0.0121,980,5576.8,0.564,0.0496,0.028,0.052019350000000006
6,13,传统制造_9,traditional,259913,0.0091,2040,5286.5,2.93,0.0172,0.0503,0.052019350000000006
6,14,传统制造_10,traditional,257797,0.0122,3499,5115.2,2.16,0.0231,0.0499,0.052019350000000006
6,15,服务产业_1,service,318990,0.0333,2804,5040.5,2.045,0.0302,0.0617,0.052019350000000006
6,16,服务产业_2,service,245261,0.0256,2906,5812.8,0.524,0.0906,0.0475,0.052019350000000006
6,17,服务产业_3,service,277558,0.0234,2226,4762.1,3.677,0.0146,0.0537,0.052019350000000006
6,18,服务产业_4,service,230023,0.0078,1213,6454.4,0.929,0.0479,0.0445,0.052019350000000006
6,19,服务产业_5,service,206014,0.0104,1229,5226.1,0.511,0.0779,0.0399,0.052019350000000006
7,0,高科技_1,high_tech,127621,0.0057,4784,6800.4,2.93,0.0178,0.0522,0.053414840000000005
7,1,高科技_2,high_tech,111596,0.0075,1518,8308.9,0.528,0.0864,0.0457,0.053414840000000005
7,2,高科技_3,high_tech,143248,0.0052,1321,9151.1,1.768,0.0332,0.0586,0.053414840000000005
7,3,高科技_4,high_tech,130182,0.007,5923,7855.6,1.404,0.0379,0.0533,0.053414840000000005
7,4,高科技_5,high_tech,113418,0.0111,1035,8067.2,1.005,0.0462,0.0464,0.053414840000000005
7,5,传统制造_1,traditional,169983,0.0257,1293,4595.7,0.832,0.0836,0.0696,0.053414840000000005
7,6,传统制造_2,traditional,130250,0.011,1881,5231.5,2.033,0.0262,0.0533,0.053414840000000005
7,7,传统制造_3,traditional,106391,0.0026,1980,3476.4,0.587,0.0741,0.0435,0.053414840000000005
7,8,传统制造_4,traditional,126484,0.0112,912,4119.4,1.126,0.046,0.0518,0.053414840000000005
7,9,传统制造_5,traditional,172390,0.0115,923,5054.9,0.927,0.0761,0.0705,0.053414840000000005
7,10,传统制造_6,traditional,138309,0.0197,755,3831.8,0.969,0.0584,0.0566,0.053414840000000005
7,11,传统制造_7,traditional,165592,0.0045,1773,4829.3,1.075,0.0631,0.0678,0.053414840000000005
7,12,传统制造_8,traditional,93596,0.0062,2275,4941.5,0.773,0.0496,0.0383,0.053414840000000005
7,13,传统制造_9,traditional,163072,0.0126,6432,5096.6,3.888,0.0172,0.0667,0.053414840000000005
7,14,传统制造_10,traditional,122313,0.0126,1005,3993.7,2.168,0.0231,0.05,0.053414840000000005
7,15,服务产业_1,service,64495,0.0022,2513,4617.6,0.874,0.0302,0.0264,0.053414840000000005
7,16,服务产业_2,service,111709,0.005,1182,4418.0,0.505,0.0906,0.0457,0.053414840000000005
7,17,服务产业_3,service,121272,0.0259,1470,5320.9,3.398,0.0146,0.0496,0.053414840000000005
7,18,服务产业_4,service,57689,0.0179,869,4898.3,0.493,0.0479,0.0236,0.053414840000000005
7,19,服务产业_5,service,74311,0.0045,454,6042.9,0.39,0.0779,0.0304,0.053414840000000005
8,0,高科技_1,high_tech,16530,0.0012,609,7644.3,1.38,0.0178,0.0246,0.059206520000000006
8,1,高科技_2,high_tech,14733,0.0016,96,6762.7,0.254,0.0864,0.0219,0.059206520000000006
8,2,高科技_3,high_tech,32965,0.0021,1492,8271.9,1.479,0.0332,0.049,0.059206520000000006
8,3,高科技_4,high_tech,20113,0.0011,434,8296.8,0.788,0.0379,0.0299,0.059206520000000006
8,4,高科技_5,high_tech,12111,0.0007,76,7341.6,0.39,0.0462,0.018,0.059206520000000006
8,5,传统制造_1,traditional,45511,0.0034,351,4977.9,0.81,0.0836,0.0677,0.059206520000000006
8,6,传统制造_2,traditional,43130,0.0064,578,4497.2,2.447,0.0262,0.0642,0.059206520000000006
8,7,传统制造_3,traditional,65189,0.005,1721,4860.4,1.308,0.0741,0.097,0.059206520000000006
8,8,传统制造_4,traditional,42000,0.0023,218,3361.4,1.359,0.046,0.0625,0.059206520000000006
8,9,传统制造_5,traditional,44007,0.002,668,4224.4,0.86,0.0761,0.0655,0.059206520000000006
8,10,传统制造_6,traditional,48957,0.0042,506,5061.4,1.247,0.0584,0.0728,0.059206520000000006
8,11,传统制造_7,traditional,41544,0.0024,311,4126.5,0.98,0.0631,0.0618,0.059206520000000006
8,12,传统制造_8,traditional,51034,0.0103,336,3205.3,1.531,0.0496,0.0759,0.059206520000000006
8,13,传统制造_9,traditional,37360,0.0042,858,3656.4,3.238,0.0172,0.0556,0.059206520000000006
8,14,传统制造_10,traditional,44654,0.0012,763,4924.7,2.877,0.0231,0.0664,0.059206520000000006
8,15,服务产业_1,service,22606,0.0015,873,5967.9,1.114,0.0302,0.0336,0.059206520000000006
8,16,服务产业_2,service,26355,0.0022,1019,4519.3,0.433,0.0906,0.0392,0.059206520000000006
8,17,服务产业_3,service,17512,0.0018,89,5901.4,1.784,0.0146,0.0261,0.059206520000000006
8,18,服务产业_4,service,17451,0.0014,102,4710.9,0.542,0.0479,0.026,0.059206520000000006
8,19,服务产业_5,service,28426,0.0015,288,4637.8,0.543,0.0779,0.0423,0.059206520000000006
9,0,高科技_1,high_tech,38840,0.0033,370,6881.0,2.307,0.0178,0.0411,0.0575925
9,1,高科技_2,high_tech,33823,0.0026,197,7834.9,0.414,0.0864,0.0358,0.0575925
9,2,高科技_3,high_tech,21002,0.0017,215,8184.8,0.671,0.0332,0.0222,0.0575925
9,3,高科技_4,high_tech,49388,0.0044,976,7465.1,1.378,0.0379,0.0523,0.0575925
9,4,高科技_5,high_tech,52040,0.0086,414,8579.3,1.192,0.0462,0.0551,0.0575925
9,5,传统制造_1,traditional,51950,0.0089,1331,3280.7,0.658,0.0836,0.055,0.0575925
9,6,传统制造_2,traditional,23195,0.0021,732,3596.7,0.936,0.0262,0.0246,0.0575925
9,7,传统制造_3,traditional,90621,0.0053,1375,4476.4,1.294,0.0741,0.0959,0.0575925
9,8,传统制造_4,traditional,59349,0.0023,588,4556.1,1.367,0.046,0.0628,0.0575925
9,9,传统制造_5,traditional,52138,0.0031,322,3385.4,0.725,0.0761,0.0552,0.0575925
9,10,传统制造_6,traditional,63288,0.0073,606,3412.4,1.147,0.0584,0.067,0.0575925
9,11,传统制造_7,traditional,68882,0.0095,437,3276.7,1.156,0.0631,0.0729,0.0575925
9,12,传统制造_8,traditional,56589,0.0047,368,4699.8,1.208,0.0496,0.0599,0.0575925
9,13,传统制造_9,traditional,66416,0.0058,2064,5190.9,4.096,0.0172,0.0703,0.0575925
9,14,传统制造_10,traditional,63185,0.0047,422,4668.3,2.897,0.0231,0.0669,0.0575925
9,15,服务产业_1,service,27132,0.0036,160,4701.8,0.951,0.0302,0.0287,0.0575925
9,16,服务产业_2,service,19387,0.0026,122,5259.0,0.227,0.0906,0.0205,0.0575925
9,17,服务产业_3,service,43675,0.0025,478,6188.4,3.165,0.0146,0.0462,0.0575925
9,18,服务产业_4,service,37390,0.0057,396,4815.4,0.826,0.0479,0.0396,0.0575925
9,19,服务产业_5,service,26473,0.0015,195,5853.1,0.36,0.0779,0.028,0.0575925
10,0,高科技_1,high_tech,26192,0.0025,249,7322.7,2.216,0.0178,0.0395,0.057317990000000006
10,1,高科技_2,high_tech,33838,0.004,204,6780.6,0.59,0.0864,0.051,0.057317990000000006
10,2,高科技_3,high_tech,26952,0.0048,158,7231.9,1.226,0.0332,0.0406,0.057317990000000006
10,3,高科技_4,high_tech,23955,0.0007,201,6943.4,0.952,0.0379,0.0361,0.057317990000000006
10,4,高科技_5,high_tech,32098,0.003,191,6268.1,1.047,0.0462,0.0484,0.057317990000000006
10,5,传统制造_1,traditional,44386,0.0043,412,3322.4,0.801,0.0836,0.0669,0.057317990000000006
10,6,传统制造_2,traditional,52770,0.0021,331,3178.8,3.034,0.0262,0.0796,0.057317990000000006
10,7,传统制造_3,traditional,40419,0.0052,359,3297.6,0.822,0.0741,0.0609,0.057317990000000006
10,8,传统制造_4,traditional,37922,0.008,367,3614.4,1.244,0.046,0.0572,0.057317990000000006
10,9,传统制造_5,traditional,39736,0.0052,1539,4391.2,0.787,0.0761,0.0599,0.057317990000000006
10,10,传统制造_6,traditional,47807,0.0043,264,4934.3,1.234,0.0584,0.0721,0.057317990000000006
10,11,传统制造_7,traditional,41830,0.0042,414,4464.1,1.0,0.0631,0.0631,0.057317990000000006
10,12,传统制造_8,traditional,42099,0.0045,346,4574.7,1.28,0.0496,0.0635,0.057317990000000006
10,13,传统制造_9,traditional,46583,0.0031,2059,4215.4,4.092,0.0172,0.0702,0.057317990000000006
10,14,传统制造_10,traditional,47363,0.0023,2096,4556.8,3.092,0.0231,0.0714,0.057317990000000006
10,15,服务产业_1,service,12880,0.0015,159,4932.8,0.643,0.0302,0.0194,0.057317990000000006
10,16,服务产业_2,service,7771,0.0004,201,6013.5,0.129,0.0906,0.0117,0.057317990000000006
10,17,服务产业_3,service,23141,0.0018,285,4580.9,2.389,0.0146,0.0349,0.057317990000000006
10,18,服务产业_4,service,21770,0.0006,225,5491.6,0.685,0.0479,0.0328,0.057317990000000006
10,19,服务产业_5,service,13831,0.0007,102,5063.6,0.268,0.0779,0.0209,0.057317990000000006
11,0,高科技_1,high_tech,30494,0.0036,308,7205.6,2.379,0.0178,0.0424,0.05670025
11,1,高科技_2,high_tech,30167,0.003,381,8104.8,0.485,0.0864,0.0419,0.05670025
11,2,高科技_3,high_tech,19795,0.0004,519,8144.1,0.83,0.0332,0.0275,0.05670025
11,3,高科技_4,high_tech,29625,0.0055,196,6690.4,1.085,0.0379,0.0412,0.05670025
11,4,高科技_5,high_tech,42151,0.004,819,7469.8,1.269,0.0462,0.0586,0.05670025
11,5,传统制造_1,traditional,39389,0.0034,221,4036.0,0.655,0.0836,0.0548,0.05670025
11,6,传统制造_2,traditional,50014,0.0028,1587,3167.1,2.652,0.0262,0.0695,0.05670025
11,7,传统制造_3,traditional,39746,0.004,203,3380.9,0.745,0.0741,0.0553,0.05670025
11,8,传统制造_4,traditional,68736,0.0041,2525,3535.8,2.079,0.046,0.0956,0.05670025
11,9,传统制造_5,traditional,39686,0.0044,357,3263.2,0.725,0.0761,0.0552,0.05670025
11,10,传统制造_6,traditional,44633,0.0041,433,5041.0,1.063,0.0584,0.0621,0.05670025
11,11,传统制造_7,traditional,39898,0.0021,1331,4003.0,0.88,0.0631,0.0555,0.05670025
11,12,传统制造_8,traditional,37581,0.0046,939,4322.0,1.054,0.0496,0.0522,0.05670025
11,13,传统制造_9,traditional,52901,0.0024,277,3968.2,4.285,0.0172,0.0735,0.05670025
11,14,传统制造_10,traditional,48307,0.0031,509,3955.2,2.909,0.0231,0.0672,0.05670025
11,15,服务产业_1,service,24729,0.0004,239,6088.8,1.139,0.0302,0.0344,0.05670025
11,16,服务产业_2,service,26266,0.0016,453,5167.0,0.403,0.0906,0.0365,0.05670025
11,17,服务产业_3,service,13177,0.0007,642,5932.5,1.254,0.0146,0.0183,0.05670025
11,18,服务产业_4,service,24450,0.0029,297,4366.3,0.709,0.0479,0.034,0.05670025
11,19,服务产业_5,service,17547,0.0013,321,5017.8,0.313,0.0779,0.0244,0.05670025
12,0,高科技_1,high_tech,28385,0.0008,228,8022.0,2.357,0.0178,0.042,0.05567912999999999
12,1,高科技_2,high_tech,30473,0.0032,166,8918.1,0.522,0.0864,0.0451,0.05567912999999999
12,2,高科技_3,high_tech,24461,0.0027,1189,6236.3,1.092,0.0332,0.0362,0.05567912999999999
12,3,高科技_4,high_tech,30297,0.003,295,8210.8,1.182,0.0379,0.0448,0.05567912999999999
12,4,高科技_5,high_tech,42415,0.0028,224,8709.8,1.359,0.0462,0.0628,0.05567912999999999
12,5,传统制造_1,traditional,25874,0.0039,672,4002.1,0.458,0.0836,0.0383,0.05567912999999999
12,6,传统制造_2,traditional,41873,0.0014,389,4599.6,2.364,0.0262,0.062,0.05567912999999999
12,7,传统制造_3,traditional,30310,0.0015,1061,4818.0,0.605,0.0741,0.0449,0.05567912999999999
12,8,传统制造_4,traditional,54380,0.0027,318,5058.9,1.751,0.046,0.0805,0.05567912999999999
12,9,传统制造_5,traditional,43485,0.0031,590,4198.5,0.846,0.0761,0.0644,0.05567912999999999
12,10,传统制造_6,traditional,35657,0.0017,337,4725.3,0.904,0.0584,0.0528,0.05567912999999999
12,11,传统制造_7,traditional,39285,0.0014,845,3418.1,0.922,0.0631,0.0581,0.05567912999999999
12,12,传统制造_8,traditional,52519,0.0022,531,4508.3,1.568,0.0496,0.0777,0.05567912999999999
12,13,传统制造_9,traditional,45192,0.0043,448,4963.0,3.897,0.0172,0.0669,0.05567912999999999
12,14,传统制造_10,traditional,46242,0.0023,1063,4939.1,2.964,0.0231,0.0684,0.05567912999999999
12,15,服务产业_1,service,27163,0.0032,297,4914.5,1.332,0.0302,0.0402,0.05567912999999999
12,16,服务产业_2,service,24522,0.0044,141,5951.4,0.401,0.0906,0.0363,0.05567912999999999
12,17,服务产业_3,service,25361,0.0015,244,5874.1,2.57,0.0146,0.0375,0.05567912999999999
12,18,服务产业_4,service,19173,0.0004,455,5539.7,0.592,0.0479,0.0284,0.05567912999999999
12,19,服务产业_5,service,8642,0.0009,59,5623.7,0.164,0.0779,0.0128,0.05567912999999999
13,0,高科技_1,high_tech,3177,0.0003,17,7387.8,1.551,0.0178,0.0276,0.06019038
13,1,高科技_2,high_tech,5443,0.0003,37,7133.6,0.548,0.0864,0.0474,0.06019038
13,2,高科技_3,high_tech,4379,0.0003,30,8338.4,1.149,0.0332,0.0381,0.06019038
13,3,高科技_4,high_tech,4193,0.0002,24,6075.1,0.961,0.0379,0.0365,0.06019038
13,4,高科技_5,high_tech,3199,0.0001,22,6760.5,0.603,0.0462,0.0278,0.06019038
13,5,传统制造_1,traditional,6607,0.0005,54,4440.0,0.688,0.0836,0.0575,0.06019038
13,6,传统制造_2,traditional,10385,0.0005,290,3449.9,3.446,0.0262,0.0903,0.06019038
