city_id,city_name,year,tier,tier_name,population_10k,area_km2,is_coastal,is_capital,has_port,gdp_billion,gdp_per_capita_10k,gdp_per_km2,avg_wage,employment_rate,patents,n_firms,firm_entry_rate,firm_exit_rate,infrastructure_index,edu_expenditure_ratio,doctors_per_1000,disposable_income
47,城市_047,2020,3,特大城市,427.14,88.0,0,0,0,392.74,9194.65,446.3,169285.7,0.924,20,13043,0.092,0.049,100.0,0.06,2.04,97733.1
48,城市_048,2020,2,大城市,209.27,609.3,1,0,0,185.99,8887.55,30.52,78105.9,0.885,9,7319,0.055,0.045,100.0,0.055,1.4,49320.8
49,城市_049,2020,0,小城市,25.46,205.2,1,0,0,20.73,8143.39,10.1,8845.2,0.938,0,812,0.097,0.03,100.0,0.06,1.69,5746.4
50,城市_050,2020,2,大城市,205.22,54.1,0,0,0,208.48,10158.63,385.18,80708.8,0.93,9,4169,0.154,0.064,100.0,0.068,0.98,47254.4
51,城市_051,2020,1,中等城市,100.98,309.3,1,0,0,96.6,9565.99,31.23,39807.9,0.914,2,4649,0.118,0.068,100.0,0.056,1.54,23153.7
52,城市_052,2020,1,中等城市,75.42,810.6,0,0,0,64.5,8552.31,7.96,27927.7,0.898,2,2011,0.102,0.061,100.0,0.054,1.03,17168.2
53,城市_053,2020,3,特大城市,273.6,339.0,0,0,0,204.28,7466.14,60.26,112979.6,0.888,13,10814,0.102,0.091,100.0,0.064,1.42,66574.3
54,城市_054,2020,3,特大城市,416.13,50.0,0,0,0,491.78,11817.89,983.56,169649.5,0.904,14,28520,0.112,0.061,100.0,0.065,1.74,101080.3
55,城市_055,2020,3,特大城市,376.64,100.7,1,0,0,290.37,7709.68,288.22,129779.1,0.932,22,10515,0.121,0.074,100.0,0.056,1.75,80747.2
56,城市_056,2020,0,小城市,64.12,408.9,0,0,0,51.29,7998.33,12.54,21970.5,0.939,1,1104,0.078,0.03,100.0,0.064,1.05,11923.8
57,城市_057,2020,1,中等城市,108.94,84.3,0,0,0,78.49,7204.87,93.16,40846.7,0.934,4,3678,0.125,0.045,100.0,0.066,1.29,26123.5
58,城市_058,2020,2,大城市,206.7,211.7,0,0,0,176.32,8530.14,83.3,73484.8,0.896,8,10580,0.12,0.07,100.0,0.054,2.13,44251.1
59,城市_059,2020,3,特大城市,393.68,275.8,0,0,0,380.4,9662.55,137.92,167058.5,0.888,30,26061,0.125,0.078,100.0,0.053,2.15,98172.8
60,城市_060,2020,1,中等城市,91.91,70.7,0,0,0,76.48,8320.86,108.17,39070.0,0.905,2,2338,0.111,0.047,100.0,0.065,1.59,23337.4
61,城市_061,2020,1,中等城市,123.27,141.5,0,0,0,107.29,8704.05,75.82,51862.0,0.868,3,5263,0.104,0.052,100.0,0.067,0.98,31058.7
62,城市_062,2020,0,小城市,49.09,50.0,0,0,0,46.51,9474.92,93.03,17589.5,0.908,1,1570,0.115,0.03,100.0,0.062,0.64,9640.2
63,城市_063,2020,0,小城市,44.87,65.4,0,0,0,35.4,7888.89,54.13,18343.4,0.898,1,1599,0.113,0.044,100.0,0.055,1.55,11828.7
64,城市_064,2020,3,特大城市,334.46,121.3,0,0,0,291.67,8720.63,240.53,135785.0,0.9,18,27200,0.102,0.077,100.0,0.066,1.99,81639.3
65,城市_065,2020,3,特大城市,576.08,54.7,0,0,0,636.54,11049.53,1163.79,231160.5,0.884,17,13501,0.104,0.077,100.0,0.051,2.69,141768.4
66,城市_066,2020,1,中等城市,138.1,547.8,0,0,0,136.44,9880.01,24.91,50468.2,0.914,3,5482,0.106,0.064,100.0,0.057,0.93,31721.6
67,城市_067,2020,3,特大城市,404.86,50.0,0,0,0,310.63,7672.61,621.26,160058.5,0.901,13,17137,0.142,0.062,100.0,0.057,1.56,91131.7
68,城市_068,2020,2,大城市,213.07,104.4,1,0,0,201.34,9449.24,192.9,81019.6,0.882,10,10856,0.081,0.056,100.0,0.065,0.53,49762.6
69,城市_069,2020,1,中等城市,77.86,164.8,0,0,0,67.43,8660.84,40.92,29438.0,0.845,3,2949,0.073,0.039,100.0,0.063,0.93,17426.4
70,城市_070,2020,2,大城市,213.02,470.1,0,0,1,176.0,8261.99,37.44,84634.2,0.905,7,8595,0.109,0.07,100.0,0.06,1.85,52930.5
71,城市_071,2020,3,特大城市,690.93,50.0,0,0,0,827.27,11973.23,1654.53,287496.1,0.955,33,22600,0.12,0.078,100.0,0.055,1.91,154150.6
72,城市_072,2020,1,中等城市,143.19,376.4,0,0,1,116.15,8111.44,30.86,57017.9,0.937,5,5710,0.107,0.064,100.0,0.059,1.56,34041.2
73,城市_073,2020,3,特大城市,709.56,149.6,0,0,0,706.22,9952.94,471.97,325107.1,0.91,51,23549,0.125,0.059,100.0,0.055,2.08,189184.8
74,城市_074,2020,0,小城市,20.09,67.7,0,0,0,13.29,6615.91,19.63,7553.4,0.889,0,890,0.096,0.03,100.0,0.047,1.2,4630.0
75,城市_075,2020,3,特大城市,337.61,214.8,0,0,0,306.41,9075.78,142.65,120329.4,0.919,15,11116,0.139,0.081,100.0,0.055,0.99,73894.4
76,城市_076,2020,2,大城市,161.91,174.0,0,0,1,115.39,7126.89,66.3,51065.7,0.885,7,6669,0.072,0.045,100.0,0.059,1.31,29555.4
77,城市_077,2020,1,中等城市,110.06,91.8,0,0,0,71.62,6507.34,78.0,45006.9,0.909,4,4013,0.086,0.036,100.0,0.053,0.5,26042.5
78,城市_078,2020,2,大城市,162.68,156.9,0,0,0,173.67,10675.73,110.66,56431.4,0.92,6,8389,0.102,0.068,100.0,0.06,1.18,33671.5
79,城市_079,2020,0,小城市,20.34,109.0,0,0,0,12.18,5987.43,11.17,6966.4,0.925,0,736,0.068,0.043,100.0,0.059,0.5,3992.4
80,城市_080,2020,1,中等城市,119.14,162.5,0,0,0,83.6,7016.91,51.44,41337.2,0.901,1,2574,0.1,0.074,100.0,0.067,1.8,25846.5
81,城市_081,2020,2,大城市,212.11,252.1,0,0,0,132.61,6251.71,52.61,72012.3,0.902,9,11394,0.139,0.068,100.0,0.066,1.74,42409.8
82,城市_082,2020,3,特大城市,650.6,527.9,0,0,0,572.29,8796.37,108.42,281781.8,0.9,27,18239,0.118,0.082,100.0,0.05,2.31,144495.0
83,城市_083,2020,1,中等城市,88.39,55.1,0,0,0,57.24,6476.05,103.82,35253.9,0.886,1,2672,0.107,0.03,100.0,0.058,1.91,20755.9
84,城市_084,2020,0,小城市,66.12,817.6,0,1,0,64.86,9808.74,7.93,23359.1,0.897,2,2034,0.077,0.076,100.0,0.059,0.64,13287.7
85,城市_085,2020,1,中等城市,89.86,50.0,1,0,1,82.71,9204.86,165.43,27437.2,0.91,4,4992,0.09,0.058,100.0,0.057,2.02,15119.6
86,城市_086,2020,3,特大城市,370.7,131.4,0,0,1,305.64,8244.83,232.53,143093.7,0.929,15,7185,0.103,0.053,100.0,0.057,2.08,80544.2
87,城市_087,2020,2,大城市,206.18,237.6,0,0,0,248.89,12071.36,104.74,83309.3,0.89,10,19443,0.099,0.059,100.0,0.054,1.22,50259.0
88,城市_088,2020,1,中等城市,87.38,185.8,1,0,0,79.86,9140.06,42.98,29121.2,0.932,4,4412,0.128,0.03,100.0,0.053,1.71,18633.5
89,城市_089,2020,3,特大城市,247.96,90.2,1,0,1,207.21,8356.72,229.77,99447.2,0.901,14,9753,0.118,0.065,100.0,0.06,0.86,60602.7
90,城市_090,2020,2,大城市,163.54,125.7,0,0,0,94.53,5780.15,75.23,63227.2,0.904,9,5918,0.082,0.034,100.0,0.061,0.86,36785.9
91,城市_091,2020,3,特大城市,390.98,100.0,0,0,0,506.71,12960.17,506.49,165578.9,0.896,21,15669,0.116,0.034,100.0,0.052,1.34,101612.0
92,城市_092,2020,1,中等城市,73.55,92.6,1,0,1,46.28,6292.72,49.97,27617.2,0.854,2,3163,0.112,0.03,100.0,0.064,0.86,16189.9
93,城市_093,2020,1,中等城市,106.95,292.9,1,0,0,67.29,6291.54,22.98,37492.3,0.921,2,4774,0.126,0.075,100.0,0.056,0.65,21714.1
94,城市_094,2020,1,中等城市,100.27,197.5,0,0,0,93.52,9326.21,47.36,41680.7,0.918,2,4357,0.134,0.04,100.0,0.06,1.78,23565.0
95,城市_095,2020,0,小城市,34.35,85.3,0,0,0,35.52,10341.06,41.66,12141.8,0.895,0,1297,0.081,0.082,100.0,0.064,0.93,6647.0
96,城市_096,2020,2,大城市,199.56,304.8,0,0,1,210.78,10562.22,69.15,77848.8,0.907,14,6919,0.089,0.045,100.0,0.058,1.51,45798.7
97,城市_097,2020,2,大城市,192.68,189.8,0,0,1,179.31,9305.93,94.49,69788.8,0.916,6,6773,0.08,0.03,100.0,0.06,1.03,42204.2
98,城市_098,2020,2,大城市,149.17,284.4,0,0,1,135.87,9108.18,47.78,55475.1,0.873,5,5176,0.099,0.032,100.0,0.056,0.5,33124.2
99,城市_099,2020,1,中等城市,117.38,245.6,0,0,0,108.46,9239.82,44.16,41634.4,0.893,4,6067,0.113,0.078,100.0,0.058,1.33,24461.1
100,城市_100,2020,0,小城市,36.04,76.5,0,0,1,29.11,8076.1,38.07,12756.6,0.917,0,1584,0.121,0.048,100.0,0.059,0.5,7292.1
101,城市_101,2020,1,中等城市,97.45,94.8,1,0,0,81.08,8320.4,85.52,42152.2,0.878,5,1483,0.101,0.042,100.0,0.055,1.13,26060.5
102,城市_102,2020,1,中等城市,105.35,269.8,0,0,0,86.04,8167.08,31.89,35745.5,0.909,2,4718,0.097,0.056,100.0,0.058,0.5,20034.9
103,城市_103,2020,0,小城市,66.53,241.8,0,0,0,50.57,7600.52,20.91,21640.2,0.875,2,2594,0.105,0.062,100.0,0.052,2.1,13487.9
104,城市_104,2020,1,中等城市,126.31,146.0,1,0,0,92.39,7314.74,63.3,54291.7,0.913,3,4620,0.087,0.076,100.0,0.056,1.67,30942.6
105,城市_105,2020,2,大城市,222.31,163.0,1,0,0,184.94,8319.06,113.45,85930.1,0.905,5,7278,0.148,0.085,100.0,0.056,1.42,49618.4
106,城市_106,2020,3,特大城市,978.66,412.5,0,0,0,766.23,7829.4,185.77,392680.6,0.895,45,50442,0.095,0.07,100.0,0.048,3.26,218329.0
107,城市_107,2020,2,大城市,176.72,92.5,0,0,0,147.6,8351.94,159.64,74628.8,0.928,6,8638,0.109,0.03,100.0,0.057,0.87,43654.7
108,城市_108,2020,2,大城市,192.01,229.9,0,0,0,141.51,7370.01,61.55,71379.2,0.891,6,5601,0.146,0.047,100.0,0.058,1.59,44916.0
109,城市_109,2020,1,中等城市,137.77,126.2,0,0,0,96.47,7002.77,76.42,61187.3,0.888,3,5726,0.104,0.059,100.0,0.061,1.33,37658.9
110,城市_110,2020,0,小城市,21.79,124.7,0,0,0,15.32,7033.66,12.29,8049.0,0.905,0,598,0.097,0.031,100.0,0.064,1.17,5065.7
111,城市_111,2020,1,中等城市,144.53,357.5,0,0,0,147.88,10232.14,41.37,53471.8,0.927,4,3514,0.097,0.035,100.0,0.055,1.88,32920.7
112,城市_112,2020,2,大城市,157.63,287.2,0,0,0,151.56,9615.04,52.76,72374.5,0.884,3,4804,0.101,0.061,100.0,0.052,1.63,41028.4
113,城市_113,2020,3,特大城市,1742.79,284.5,0,0,0,1474.05,8458.01,518.08,723408.6,0.949,141,83044,0.176,0.097,100.0,0.036,4.04,426866.3
114,城市_114,2020,1,中等城市,122.44,421.7,0,0,0,86.18,7038.34,20.43,49571.5,0.912,4,5995,0.059,0.054,100.0,0.056,0.5,28582.6
115,城市_115,2020,2,大城市,200.65,150.9,0,0,0,198.4,9887.9,131.45,80366.3,0.919,4,8609,0.136,0.04,100.0,0.056,0.85,51427.8
116,城市_116,2020,1,中等城市,143.35,256.1,0,0,0,102.64,7160.1,40.08,61173.8,0.907,4,6555,0.075,0.049,100.0,0.055,1.18,34507.9
117,城市_117,2020,0,小城市,46.12,115.8,0,1,0,32.96,7145.89,28.46,18988.5,0.894,0,1980,0.096,0.033,100.0,0.053,1.12,11902.2
118,城市_118,2020,3,特大城市,465.37,192.4,0,0,1,472.84,10160.56,245.82,190290.4,0.896,23,14122,0.104,0.081,100.0,0.053,1.21,119271.9
119,城市_119,2020,3,特大城市,314.8,133.7,1,0,0,244.75,7774.77,183.01,118543.9,0.91,19,13182,0.12,0.079,100.0,0.057,2.73,77633.1
120,城市_120,2020,3,特大城市,327.35,160.4,0,0,0,300.18,9169.93,187.16,136102.5,0.888,7,15310,0.077,0.03,100.0,0.059,2.3,79988.7
121,城市_121,2020,0,小城市,59.78,238.9,0,1,0,37.14,6212.58,15.54,20841.6,0.843,1,2757,0.111,0.033,100.0,0.057,1.4,12950.4
122,城市_122,2020,3,特大城市,603.53,77.1,1,0,1,529.81,8778.61,686.96,292958.9,0.925,28,31717,0.157,0.037,100.0,0.051,2.04,195828.2
123,城市_123,2020,0,小城市,36.53,791.5,0,0,0,27.66,7571.69,3.49,13263.4,0.919,1,1662,0.074,0.038,100.0,0.055,0.95,7712.3
124,城市_124,2020,3,特大城市,266.9,66.4,0,0,1,185.79,6961.17,279.95,102822.2,0.86,11,10910,0.111,0.056,100.0,0.057,0.97,56958.2
125,城市_125,2020,3,特大城市,1326.71,56.2,0,0,0,1475.58,11122.12,2626.29,578697.6,0.916,63,67283,0.123,0.058,100.0,0.041,3.24,314579.8
126,城市_126,2020,0,小城市,55.12,374.8,0,0,1,41.36,7504.16,11.03,18141.4,0.914,1,2011,0.11,0.033,100.0,0.062,1.22,11272.7
127,城市_127,2020,1,中等城市,84.24,279.6,1,0,0,71.93,8538.19,25.73,29185.9,0.943,2,2378,0.103,0.032,100.0,0.05,0.52,15862.7
128,城市_128,2020,2,大城市,163.96,244.5,0,0,1,142.63,8698.84,58.33,69874.0,0.905,8,5743,0.092,0.059,100.0,0.056,1.44,41144.0
129,城市_129,2020,1,中等城市,89.7,245.3,0,0,0,87.06,9705.61,35.49,31970.9,0.888,2,2639,0.112,0.054,100.0,0.061,1.07,19602.0
130,城市_130,2020,0,小城市,31.48,147.0,0,0,0,22.8,7243.13,15.51,10319.9,0.897,1,945,0.137,0.036,100.0,0.061,0.5,6249.3
131,城市_131,2020,2,大城市,158.95,72.4,0,0,0,124.96,7861.84,172.6,64132.5,0.932,5,5599,0.101,0.058,100.0,0.072,0.83,39298.0
132,城市_132,2020,0,小城市,51.3,157.7,0,0,0,39.04,7609.73,24.76,20603.6,0.888,1,1487,0.116,0.04,100.0,0.061,0.88,12499.5
133,城市_133,2020,2,大城市,238.31,86.3,0,0,0,225.93,9480.52,261.69,99565.5,0.891,5,7993,0.081,0.051,100.0,0.052,2.34,63559.2
134,城市_134,2020,0,小城市,59.18,323.8,0,0,1,45.19,7636.85,13.96,23578.0,0.892,0,1233,0.083,0.085,100.0,0.059,1.38,13473.2
135,城市_135,2020,3,特大城市,699.2,131.9,1,0,1,686.06,9812.14,519.98,273941.5,0.9,22,27421,0.129,0.096,100.0,0.043,1.49,158801.2
136,城市_136,2020,0,小城市,67.81,76.7,0,0,0,46.92,6918.83,61.19,22418.0,0.904,2,2495,0.132,0.03,100.0,0.059,1.36,12931.2
137,城市_137,2020,1,中等城市,107.55,114.8,0,0,0,78.45,7294.73,68.36,45969.1,0.935,4,3096,0.11,0.07,100.0,0.055,0.5,28726.4
138,城市_138,2020,3,特大城市,334.79,206.5,0,0,0,245.42,7330.37,118.84,130896.4,0.916,8,15009,0.103,0.075,100.0,0.061,2.1,82073.6
139,城市_139,2020,0,小城市,43.34,94.5,0,0,0,41.38,9547.95,43.77,15387.5,0.896,1,2112,0.101,0.03,100.0,0.057,0.84,9440.8
140,城市_140,2020,2,大城市,186.32,76.9,0,0,0,131.75,7071.41,171.38,80730.4,0.899,5,4231,0.08,0.072,100.0,0.057,1.26,51304.6
141,城市_141,2020,3,特大城市,548.48,180.4,0,0,0,470.31,8574.83,260.76,235809.8,0.884,27,16050,0.127,0.096,100.0,0.051,2.57,133152.1
142,城市_142,2020,0,小城市,29.74,180.5,0,0,0,18.87,6345.29,10.45,10964.3,0.918,1,868,0.118,0.03,100.0,0.068,0.5,7127.0
143,城市_143,2020,2,大城市,178.51,98.9,0,0,0,173.22,9703.72,175.09,82524.3,0.903,8,4953,0.096,0.037,100.0,0.056,0.6,53285.7
144,城市_144,2020,2,大城市,192.46,101.8,0,0,0,157.43,8180.09,154.62,71337.5,0.902,6,9080,0.096,0.076,100.0,0.067,1.03,44376.8
145,城市_145,2020,3,特大城市,324.35,178.7,1,0,0,352.69,10873.68,197.38,139933.7,0.973,10,11258,0.114,0.064,100.0,0.06,2.06,91440.2
146,城市_146,2020,0,小城市,43.08,50.0,0,0,0,28.58,6634.25,57.16,15670.7,0.907,0,1463,0.092,0.062,100.0,0.062,0.5,8623.6
147,城市_147,2020,0,小城市,39.63,50.0,0,0,0,30.07,7588.25,60.14,14600.2,0.886,0,799,0.1,0.058,100.0,0.061,0.5,8530.4
148,城市_148,2020,3,特大城市,250.12,83.5,0,0,1,193.78,7747.53,231.98,111758.8,0.898,9,11133,0.149,0.065,100.0,0.059,1.19,64590.0
149,城市_149,2020,2,大城市,199.73,125.1,1,0,0,236.49,11840.23,189.02,81327.8,0.928,5,5066,0.101,0.03,100.0,0.048,1.61,50557.0
150,城市_150,2020,2,大城市,190.66,190.3,0,0,0,136.29,7148.11,71.61,77642.0,0.908,6,7141,0.098,0.076,100.0,0.056,1.92,44139.1
151,城市_151,2020,2,大城市,209.86,483.1,0,0,0,189.64,9036.29,39.25,89621.8,0.877,8,8390,0.093,0.079,100.0,0.062,1.12,55809.7
152,城市_152,2020,1,中等城市,75.19,294.8,1,0,0,64.23,8543.25,21.79,27188.8,0.92,2,4160,0.117,0.047,100.0,0.059,0.92,17431.2
153,城市_153,2020,2,大城市,187.21,130.6,1,0,1,169.84,9072.04,130.06,68221.3,0.892,5,4650,0.102,0.054,100.0,0.051,1.89,42355.6
154,城市_154,2020,2,大城市,198.95,146.2,1,0,0,166.01,8343.96,113.57,71533.7,0.943,7,2958,0.093,0.03,100.0,0.058,0.5,43529.1
155,城市_155,2020,0,小城市,72.65,66.6,0,0,0,55.16,7592.04,82.88,23072.7,0.924,2,2824,0.128,0.062,100.0,0.068,0.93,13159.8
156,城市_156,2020,3,特大城市,958.89,146.2,0,0,0,972.15,10138.28,664.8,477988.7,0.918,38,60542,0.155,0.088,100.0,0.056,2.69,274649.6
157,城市_157,2020,2,大城市,238.37,117.8,0,0,1,203.76,8548.18,172.96,86081.5,0.932,14,12716,0.095,0.055,100.0,0.057,1.62,54876.0
158,城市_158,2020,0,小城市,45.09,192.1,1,0,1,38.42,8520.77,20.0,16078.1,0.903,1,1766,0.064,0.074,100.0,0.064,0.82,10022.8
159,城市_159,2020,3,特大城市,286.16,76.6,0,0,0,354.94,12403.58,463.55,111415.2,0.925,11,9083,0.128,0.051,100.0,0.055,1.49,66718.7
160,城市_160,2020,0,小城市,56.0,224.9,0,0,0,38.83,6933.72,17.27,21056.4,0.911,1,2624,0.088,0.063,100.0,0.051,0.5,12369.8
161,城市_161,2020,3,特大城市,326.06,505.8,0,0,0,239.55,7346.69,47.36,139452.6,0.892,14,8957,0.125,0.039,100.0,0.052,1.21,75196.5
162,城市_162,2020,3,特大城市,472.76,136.0,1,0,1,437.2,9247.68,321.36,206725.2,0.9,29,20063,0.074,0.063,100.0,0.063,2.01,117394.0
163,城市_163,2020,0,小城市,65.32,204.7,0,0,0,73.66,11276.09,35.99,23050.0,0.922,2,2796,0.12,0.048,100.0,0.058,0.62,15151.7
164,城市_164,2020,3,特大城市,388.92,257.8,0,0,1,316.7,8142.94,122.85,155120.5,0.904,14,19665,0.087,0.065,100.0,0.054,1.67,87113.6
165,城市_165,2020,2,大城市,224.25,107.7,0,0,0,249.04,11105.15,231.31,90202.2,0.898,9,18879,0.121,0.049,100.0,0.056,1.6,54634.1
